year,category,prize,motivation,prize_share,laureate_id,laureate_type,full_name,laureats_name,prize_winning_abbreviations,birth_date,birth_city,birth_country,sex,organization_name,organization_city,organization_country,death_date,death_city,death_country
1958,Physics,The Nobel Prize in Physics 1958,"""for the discovery and the interpretation of the Cherenkov effect""",1月3日,721,Individual,Il′ja Mikhailovich Frank,Il??ja M. Frank,"frank, i",1908/10/23,Leningrad (Saint Petersburg),Russia,Male,University of Moscow,Moscow,Union of Soviet Socialist Republics,1990/6/22,Moscow,Union of Soviet Socialist Republics (Russia)
1959,Chemistry,The Nobel Prize in Chemistry 1959,"""for his discovery and development of the polarographic methods of analysis""",1月1日,223,Individual,Jaroslav Heyrovsky,Jaroslav Heyrovsky,"heyrovsky, j",1890-12-20,Prague,Austria-Hungary (Czech Republic),Male,Polarographic Institute of the Czechoslovak Academy of Science,Prague,Czechoslovakia,1967/3/27,Prague,Czechoslovakia
1959,Literature,The Nobel Prize in Literature 1959,"""for his lyrical poetry, which with classical fire expresses the tragic experience of life in our own times""",1月1日,630,Individual,Salvatore Quasimodo,,,1901/8/20,Modica,Italy,Male,NA,NA,NA,1968/6/14,Naples,Italy
1959,Medicine,The Nobel Prize in Physiology or Medicine 1959,"""for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid""",1月2日,367,Individual,Severo Ochoa,Severo Ochoa,"ochoa, s",1905/9/24,Luarca,Spain,Male,"New York University, College of Medicine","New York, NY",United States of America,1993/11/1,Madrid,Spain
1959,Medicine,The Nobel Prize in Physiology or Medicine 1959,"""for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid""",1月2日,368,Individual,Arthur Kornberg,Arthur Kornberg,"kornberg, a",1918/3/3,"Brooklyn, NY",United States of America,Male,Stanford University,"Stanford, CA",United States of America,2007/10/26,"Stanford, CA",United States of America
1959,Peace,The Nobel Peace Prize 1959,NA,1月1日,518,Individual,Philip J. Noel-Baker,,,1889-11-01,London,United Kingdom,Male,NA,NA,NA,1982/10/8,London,United Kingdom
1959,Physics,The Nobel Prize in Physics 1959,"""for their discovery of the antiproton""",1月2日,72,Individual,Emilio Gino Segrè,Emilio Segr¨¨,"segre, e",1905/2/1,Tivoli,Italy,Male,University of California,"Berkeley, CA",United States of America,1989/4/22,"Lafayette, CA",United States of America
1959,Physics,The Nobel Prize in Physics 1959,"""for their discovery of the antiproton""",1月2日,73,Individual,Owen Chamberlain,Owen Chamberlain,"chamberlain, o",1920/7/10,"San Francisco, CA",United States of America,Male,University of California,"Berkeley, CA",United States of America,2006/2/28,"Berkeley, CA",United States of America
1960,Chemistry,The Nobel Prize in Chemistry 1960,"""for his method to use carbon-14 for age determination in archaeology, geology, geophysics, and other branches of science""",1月1日,224,Individual,Willard Frank Libby,Willard F. Libby,"libby, w",1908/12/17,"Grand Valley, CO",United States of America,Male,University of California,"Los Angeles, CA",United States of America,1980/9/8,"Los Angeles, CA",United States of America
1960,Literature,The Nobel Prize in Literature 1960,"""for the soaring flight and the evocative imagery of his poetry which in a visionary fashion reflects the conditions of our time""",1月1日,631,Individual,Saint-John Perse,,,1887-05-31,Pointe-à-Pitre,Guadeloupe Island,Male,NA,NA,NA,1975/9/20,Presqu'?le-de-Giens,France
1960,Medicine,The Nobel Prize in Physiology or Medicine 1960,"""for discovery of acquired immunological tolerance""",1月2日,369,Individual,Sir Frank Macfarlane Burnet,Sir Frank Macfarlane Burnet,"burnet, fm",1899-09-03,Traralgon,Australia,Male,Walter and Eliza Hall Institute for Medical Research,Melbourne,Australia,1985/8/31,Melbourne,Australia
1960,Medicine,The Nobel Prize in Physiology or Medicine 1960,"""for discovery of acquired immunological tolerance""",1月2日,370,Individual,Peter Brian Medawar,Peter Medawar,"medawar, pb",1915/2/28,Rio de Janeiro,Brazil,Male,University College,London,United Kingdom,1987/10/2,London,United Kingdom
1960,Peace,The Nobel Peace Prize 1960,NA,1月1日,519,Individual,Albert John Lutuli,,,1898-01-01,Bulawayo,Southern Rhodesia (Zimbabwe),Male,NA,NA,NA,1967/7/21,Stanger,South Africa
1960,Physics,The Nobel Prize in Physics 1960,"""for the invention of the bubble chamber""",1月1日,74,Individual,Donald Arthur Glaser,Donald A. Glaser,"glaser, da",1926/9/21,"Cleveland, OH",United States of America,Male,University of California,"Berkeley, CA",United States of America,2013/2/28,"Berkeley, CA",United States of America
1961,Chemistry,The Nobel Prize in Chemistry 1961,"""for his research on the carbon dioxide assimilation in plants""",1月1日,225,Individual,Melvin Calvin,Melvin Calvin,"calvin, m",1911/4/8,"St. Paul, MN",United States of America,Male,University of California,"Berkeley, CA",United States of America,1997/1/8,"Berkeley, CA",United States of America
1961,Literature,The Nobel Prize in Literature 1961,"""for the epic force with which he has traced themes and depicted human destinies drawn from the history of his country""",1月1日,633,Individual,Ivo Andric,,,1892-10-10,Dolac,Bosnia (Bosnia and Herzegovina),Male,NA,NA,NA,1975/3/13,Belgrade,Yugoslavia (Serbia)
1961,Medicine,The Nobel Prize in Physiology or Medicine 1961,"""for his discoveries of the physical mechanism of stimulation within the cochlea""",1月1日,371,Individual,Georg von Békésy,,"vonbekesy, g",1899-06-03,Budapest,Hungary,Male,Harvard University,"Cambridge, MA",United States of America,1972/6/13,"Honolulu, HI",United States of America
1961,Peace,The Nobel Peace Prize 1961,NA,1月1日,520,Individual,Dag Hjalmar Agne Carl Hammarskj?ld,,,1905/7/29,J?nk?ping,Sweden,Male,NA,NA,NA,1961/9/18,Ndola,Northern Rhodesia (Zambia)
1961,Physics,The Nobel Prize in Physics 1961,"""for his pioneering studies of electron scattering in atomic nuclei and for his thereby achieved discoveries concerning the structure of the nucleons""",1月2日,75,Individual,Robert Hofstadter,Robert Hofstadter,"hofstadter, r",1915/2/5,"New York, NY",United States of America,Male,Stanford University,"Stanford, CA",United States of America,1990/11/17,"Stanford, CA",United States of America
1961,Physics,The Nobel Prize in Physics 1961,"""for his researches concerning the resonance absorption of gamma radiation and his discovery in this connection of the effect which bears his name""",1月2日,76,Individual,Rudolf Ludwig M?ssbauer,Rudolf M?ssbauer,"mossbauer, rl",1929/1/31,Munich,Germany,Male,Technical University,Munich,Federal Republic of Germany,2011/9/14,NA,NA
1962,Chemistry,The Nobel Prize in Chemistry 1962,"""for their studies of the structures of globular proteins""",1月2日,226,Individual,Max Ferdinand Perutz,Max F. Perutz,"perutz, m",1914/5/19,Vienna,Austria,Male,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,2002/2/6,Cambridge,United Kingdom
1962,Chemistry,The Nobel Prize in Chemistry 1962,"""for their studies of the structures of globular proteins""",1月2日,227,Individual,John Cowdery Kendrew,John C. Kendrew,"kendrew, j",1917/3/24,Oxford,United Kingdom,Male,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,1997/8/23,Cambridge,United Kingdom
1962,Literature,The Nobel Prize in Literature 1962,"""for his realistic and imaginative writings, combining as they do sympathetic humour and keen social perception""",1月1日,634,Individual,John Steinbeck,,,1902/2/27,"Salinas, CA",United States of America,Male,NA,NA,NA,1968/12/20,"New York, NY",United States of America
1962,Medicine,The Nobel Prize in Physiology or Medicine 1962,"""for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material""",1月3日,372,Individual,Francis Harry Compton Crick,Francis Crick,"crick, fhc",1916/6/8,Northampton,United Kingdom,Male,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,2004/7/28,"San Diego, CA",United States of America
1962,Medicine,The Nobel Prize in Physiology or Medicine 1962,"""for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material""",1月3日,373,Individual,James Dewey Watson,James Watson,"watson, jd",1928/4/6,"Chicago, IL",United States of America,Male,Harvard University,"Cambridge, MA",United States of America,NA,NA,NA
1962,Medicine,The Nobel Prize in Physiology or Medicine 1962,"""for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material""",1月3日,374,Individual,Maurice Hugh Frederick Wilkins,Maurice Wilkins,"wilkins, mhf",1916/12/15,Pongaroa,New Zealand,Male,London University,London,United Kingdom,2004/10/5,London,United Kingdom
1962,Peace,The Nobel Peace Prize 1962,NA,1月1日,217,Individual,Linus Carl Pauling,Linus Pauling,"pauling, l",1901/2/28,"Portland, OR",United States of America,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,1994/8/19,"Big Sur, CA",United States of America
1962,Physics,The Nobel Prize in Physics 1962,"""for his pioneering theories for condensed matter, especially liquid helium""",1月1日,77,Individual,Lev Davidovich Landau,Lev Landau,"landau, l",1908/1/22,Baku,Russian Empire (Azerbaijan),Male,Academy of Sciences,Moscow,Union of Soviet Socialist Republics,1968/4/1,Moscow,Union of Soviet Socialist Republics (Russia)
1963,Chemistry,The Nobel Prize in Chemistry 1963,"""for their discoveries in the field of the chemistry and technology of high polymers""",1月2日,228,Individual,Karl Ziegler,Karl Ziegler,"ziegler, k",1898-11-26,Helsa,Germany,Male,Max-Planck-Institut für Kohlenforschung (Max-Planck-Institute for Carbon Research),Mülheim/Ruhr,Federal Republic of Germany,1973/8/12,Mülheim,West Germany (Germany)
1963,Chemistry,The Nobel Prize in Chemistry 1963,"""for their discoveries in the field of the chemistry and technology of high polymers""",1月2日,229,Individual,Giulio Natta,Giulio Natta,"natta, g",1903/2/26,Imperia,Italy,Male,Institute of Technology,Milan,Italy,1979/5/2,Bergamo,Italy
1963,Literature,The Nobel Prize in Literature 1963,"""for his eminent lyrical writing, inspired by a deep feeling for the Hellenic world of culture""",1月1日,635,Individual,Giorgos Seferis,,,1900/3/13,Smyrna (Izmir),Ottoman Empire (Turkey),Male,NA,NA,NA,1971/9/20,Athens,Greece
1963,Medicine,The Nobel Prize in Physiology or Medicine 1963,"""for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane""",1月3日,375,Individual,Sir John Carew Eccles,Sir John Eccles,"eccles, jc",1903/1/27,Melbourne,Australia,Male,Australian National University,Canberra,Australia,1997/5/2,Contra,Switzerland
1963,Medicine,The Nobel Prize in Physiology or Medicine 1963,"""for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane""",1月3日,376,Individual,Alan Lloyd Hodgkin,Alan Hodgkin,"hodgkin, al",1914/2/5,Banbury,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom,1998/12/20,Cambridge,United Kingdom
1963,Medicine,The Nobel Prize in Physiology or Medicine 1963,"""for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane""",1月3日,377,Individual,Andrew Fielding Huxley,Andrew Huxley,"huxley, af",1917/11/22,Hampstead,United Kingdom,Male,University College,London,United Kingdom,2012/5/30,Grantchester,United Kingdom
1963,Peace,The Nobel Peace Prize 1963,NA,1月2日,482,Organization,Comité international de la Croix Rouge (International Committee of the Red Cross),,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963,Peace,The Nobel Peace Prize 1963,NA,1月2日,523,Organization,Ligue des Sociétés de la Croix-Rouge (League of Red Cross Societies),,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963,Physics,The Nobel Prize in Physics 1963,"""for his contributions to the theory of the atomic nucleus and the elementary particles, particularly through the discovery and application of fundamental symmetry principles""",1月2日,78,Individual,Eugene Paul Wigner,Eugene Wigner,"wigner, ep",1902/11/17,Budapest,Austria-Hungary (Hungary),Male,Princeton University,"Princeton, NJ",United States of America,1995/1/1,"Princeton, NJ",United States of America
1963,Physics,The Nobel Prize in Physics 1963,"""for their discoveries concerning nuclear shell structure""",1月4日,79,Individual,Maria Goeppert Mayer,Maria Goeppert Mayer,"mayer, mg",1906/6/28,Kattowitz (Katowice),Germany (Poland),Female,University of California,"San Diego, CA",United States of America,1972/2/20,"San Diego, CA",United States of America
1963,Physics,The Nobel Prize in Physics 1963,"""for their discoveries concerning nuclear shell structure""",1月4日,80,Individual,J. Hans D. Jensen,J. Hans D. Jensen,"jensen, jhd",1907/6/25,Hamburg,Germany,Male,University of Heidelberg,Heidelberg,Federal Republic of Germany,1973/2/11,Heidelberg,West Germany (Germany)
1964,Chemistry,The Nobel Prize in Chemistry 1964,"""for her determinations by X-ray techniques of the structures of important biochemical substances""",1月1日,230,Individual,Dorothy Crowfoot Hodgkin,Dorothy Crowfoot Hodgkin,"hodgkin, d",1910/5/12,Cairo,Egypt,Female,"University of Oxford, Royal Society",Oxford,United Kingdom,1994/7/29,Shipston-on-Stour,United Kingdom
1964,Literature,The Nobel Prize in Literature 1964,"""for his work which, rich in ideas and filled with the spirit of freedom and the quest for truth, has exerted a far-reaching influence on our age""",1月1日,637,Individual,Jean-Paul Sartre,,,1905/6/21,Paris,France,Male,NA,NA,NA,1980/4/15,Paris,France
1964,Medicine,The Nobel Prize in Physiology or Medicine 1964,"""for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism""",1月2日,378,Individual,Konrad Bloch,Konrad Bloch,"bloch, k",1912/1/21,Neisse (Nysa),Germany (Poland),Male,Harvard University,"Cambridge, MA",United States of America,2000/10/15,"Burlington, MA",United States of America
1964,Medicine,The Nobel Prize in Physiology or Medicine 1964,"""for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism""",1月2日,379,Individual,Feodor Lynen,Feodor Lynen,"lynen, f",1911/4/6,Munich,Germany,Male,Max-Planck-Institut für Zellchemie,Munich,Federal Republic of Germany,1979/8/6,Munich,Germany
